PRIMARY KEY,CourtName,Area,CourtDate,DayOfHearing,DatePrinted,DayPrinted,DateDifference(Hearing to Result),ResultType,DateOfPreviousCheck,TimeOfPreviousCheck,DayofPreviousCheck,AM/PM ofPreviousCheck,BestPredictedDate,BestPredAM/PM,BestPredDay,DateDif between PrintingAndLastCheck
2447,Hammersmith,H,21/01/2013,Monday,23/01/2013,Wednesday,2,Result,Null,Null,Null,Null,22/01/2013,PM,Tuesday,NotCheckedBefore
2448,Hammersmith,L,21/01/2013,Monday,23/01/2013,Wednesday,2,Result,Null,Null,Null,Null,22/01/2013,PM,Tuesday,NotCheckedBefore
2449,Hammersmith,B,21/01/2013,Monday,23/01/2013,Wednesday,2,Result,Null,Null,Null,Null,22/01/2013,PM,Tuesday,NotCheckedBefore
2450,Hammersmith,L,21/01/2013,Monday,23/01/2013,Wednesday,2,Result,Null,Null,Null,Null,22/01/2013,PM,Tuesday,NotCheckedBefore
2451,Hammersmith,L,21/01/2013,Monday,23/01/2013,Wednesday,2,Result,Null,Null,Null,Null,22/01/2013,PM,Tuesday,NotCheckedBefore
2452,Hammersmith,L,21/01/2013,Monday,23/01/2013,Wednesday,2,Result,Null,Null,Null,Null,22/01/2013,PM,Tuesday,NotCheckedBefore
2453,Hammersmith,L,21/01/2013,Monday,23/01/2013,Wednesday,2,Result,Null,Null,Null,Null,22/01/2013,PM,Tuesday,NotCheckedBefore
2454,Hammersmith,L,21/01/2013,Monday,23/01/2013,Wednesday,2,Result,Null,Null,Null,Null,22/01/2013,PM,Tuesday,NotCheckedBefore
2455,Hammersmith,B,21/01/2013,Monday,23/01/2013,Wednesday,2,Result,Null,Null,Null,Null,22/01/2013,PM,Tuesday,NotCheckedBefore
2456,Hammersmith,H,21/01/2013,Monday,23/01/2013,Wednesday,2,Result,Null,Null,Null,Null,22/01/2013,PM,Tuesday,NotCheckedBefore
2457,Hammersmith,L,21/01/2013,Monday,23/01/2013,Wednesday,2,Result,Null,Null,Null,Null,22/01/2013,PM,Tuesday,NotCheckedBefore
2458,Hammersmith,L,21/01/2013,Monday,23/01/2013,Wednesday,2,Result,Null,Null,Null,Null,22/01/2013,PM,Tuesday,NotCheckedBefore
2459,Hammersmith,L,21/01/2013,Monday,23/01/2013,Wednesday,2,Result,Null,Null,Null,Null,22/01/2013,PM,Tuesday,NotCheckedBefore
2460,Hammersmith,H,21/01/2013,Monday,23/01/2013,Wednesday,2,Result,Null,Null,Null,Null,22/01/2013,PM,Tuesday,NotCheckedBefore
2461,Hammersmith,H,21/01/2013,Monday,23/01/2013,Wednesday,2,Result,Null,Null,Null,Null,22/01/2013,PM,Tuesday,NotCheckedBefore
2462,Hammersmith,L,21/01/2013,Monday,23/01/2013,Wednesday,2,Result,Null,Null,Null,Null,22/01/2013,PM,Tuesday,NotCheckedBefore
2463,Hammersmith,B,21/01/2013,Monday,23/01/2013,Wednesday,2,Result,Null,Null,Null,Null,22/01/2013,PM,Tuesday,NotCheckedBefore
2464,Hammersmith,L,21/01/2013,Monday,23/01/2013,Wednesday,2,Result,Null,Null,Null,Null,22/01/2013,PM,Tuesday,NotCheckedBefore
2465,Hammersmith,L,21/01/2013,Monday,23/01/2013,Wednesday,2,Result,Null,Null,Null,Null,22/01/2013,PM,Tuesday,NotCheckedBefore
2466,Hammersmith,L,21/01/2013,Monday,23/01/2013,Wednesday,2,Result,Null,Null,Null,Null,22/01/2013,PM,Tuesday,NotCheckedBefore
2467,Hammersmith,L,21/01/2013,Monday,23/01/2013,Wednesday,2,Result,Null,Null,Null,Null,22/01/2013,PM,Tuesday,NotCheckedBefore
2468,Hammersmith,L,21/01/2013,Monday,23/01/2013,Wednesday,2,Result,Null,Null,Null,Null,22/01/2013,PM,Tuesday,NotCheckedBefore
2469,Hammersmith,L,21/01/2013,Monday,23/01/2013,Wednesday,2,Result,Null,Null,Null,Null,22/01/2013,PM,Tuesday,NotCheckedBefore
2470,Hammersmith,B,21/01/2013,Monday,23/01/2013,Wednesday,2,Result,Null,Null,Null,Null,22/01/2013,PM,Tuesday,NotCheckedBefore
2471,Hammersmith,L,21/01/2013,Monday,22/01/2013,Tuesday,1,Adjournment,Null,Null,Null,Null,22/01/2013,AM,Tuesday,NotCheckedBefore
2472,St Albans,B,21/01/2013,Monday,22/01/2013,Tuesday,1,Bail Conditions,Null,Null,Null,Null,22/01/2013,AM,Tuesday,NotCheckedBefore
2473,Westminster,H,21/01/2013,Monday,22/01/2013,Tuesday,1,Adjournment,Null,Null,Null,Null,22/01/2013,AM,Tuesday,NotCheckedBefore
2474,Blackfriars,B,21/01/2013,Monday,22/01/2013,Tuesday,1,Result,Null,Null,Null,Null,22/01/2013,AM,Tuesday,NotCheckedBefore
2475,Redhill,H,21/01/2013,Monday,24/01/2013,Thursday,3,Adjournment,Null,Null,Null,Null,23/01/2013,PM,Wednesday,NotCheckedBefore
2476,Thames,L,21/01/2013,Monday,23/01/2013,Wednesday,2,Adjournment,Null,Null,Null,Null,22/01/2013,PM,Tuesday,NotCheckedBefore
2477,Cambridge,B,21/01/2013,Monday,23/01/2013,Wednesday,2,Adjournment,Null,Null,Null,Null,22/01/2013,PM,Tuesday,NotCheckedBefore
2478,Cambridge,B,21/01/2013,Monday,23/01/2013,Wednesday,2,Adjournment,Null,Null,Null,Null,22/01/2013,PM,Tuesday,NotCheckedBefore
2479,Cambridge,B,21/01/2013,Monday,23/01/2013,Wednesday,2,Adjournment,Null,Null,Null,Null,22/01/2013,PM,Tuesday,NotCheckedBefore
2480,Peterborough,B,21/01/2013,Monday,23/01/2013,Wednesday,2,Result,Null,Null,Null,Null,22/01/2013,PM,Tuesday,NotCheckedBefore
2481,Cambridge,B,21/01/2013,Monday,23/01/2013,Wednesday,2,Result,Null,Null,Null,Null,22/01/2013,PM,Tuesday,NotCheckedBefore
2482,Cambridge,B,21/01/2013,Monday,23/01/2013,Wednesday,2,Result,Null,Null,Null,Null,22/01/2013,PM,Tuesday,NotCheckedBefore
2483,St Albans,B,21/01/2013,Monday,24/01/2013,Thursday,3,Adjournment,Null,Null,Null,Null,23/01/2013,PM,Wednesday,NotCheckedBefore
2484,City of London,B,22/01/2013,Tuesday,24/01/2013,Thursday,2,Warrant,Null,Null,Null,Null,23/01/2013,PM,Wednesday,NotCheckedBefore
2485,City of London,B,22/01/2013,Tuesday,24/01/2013,Thursday,2,Warrant,Null,Null,Null,Null,23/01/2013,PM,Wednesday,NotCheckedBefore
2486,City of London,H,22/01/2013,Tuesday,24/01/2013,Thursday,2,Adjournment,Null,Null,Null,Null,23/01/2013,PM,Wednesday,NotCheckedBefore
2487,City of London,B,22/01/2013,Tuesday,24/01/2013,Thursday,2,Adjournment,Null,Null,Null,Null,23/01/2013,PM,Wednesday,NotCheckedBefore
2488,Eastbourne,H,22/01/2013,Tuesday,24/01/2013,Thursday,2,Adjournment,Null,Null,Null,Null,23/01/2013,PM,Wednesday,NotCheckedBefore
2489,City of London,H,22/01/2013,Tuesday,24/01/2013,Thursday,2,Result,Null,Null,Null,Null,23/01/2013,PM,Wednesday,NotCheckedBefore
2490,Tottenham,B,22/01/2013,Tuesday,24/01/2013,Thursday,2,Result,Null,Null,Null,Null,23/01/2013,PM,Wednesday,NotCheckedBefore
2491,Staines,H,22/01/2013,Tuesday,24/01/2013,Thursday,2,Result,Null,Null,Null,Null,23/01/2013,PM,Wednesday,NotCheckedBefore
2492,Cambridge,B,22/01/2013,Tuesday,23/01/2013,Wednesday,1,Bail Conditions,Null,Null,Null,Null,23/01/2013,AM,Wednesday,NotCheckedBefore
2493,Canterbury,H,22/01/2013,Tuesday,24/01/2013,Thursday,2,Warrant,Null,Null,Null,Null,23/01/2013,PM,Wednesday,NotCheckedBefore
2494,Folkestone,H,22/01/2013,Tuesday,24/01/2013,Thursday,2,Bail Conditions,Null,Null,Null,Null,23/01/2013,PM,Wednesday,NotCheckedBefore
2495,Croydon,H,22/01/2013,Tuesday,24/01/2013,Thursday,2,Non-rec Result,Null,Null,Null,Null,23/01/2013,PM,Wednesday,NotCheckedBefore
2496,Thames,L,22/01/2013,Tuesday,24/01/2013,Thursday,2,Result,Null,Null,Null,Null,23/01/2013,PM,Wednesday,NotCheckedBefore
2497,Thames,L,22/01/2013,Tuesday,24/01/2013,Thursday,2,Adjournment,Null,Null,Null,Null,23/01/2013,PM,Wednesday,NotCheckedBefore
2498,Thames,L,22/01/2013,Tuesday,24/01/2013,Thursday,2,Adjournment,Null,Null,Null,Null,23/01/2013,PM,Wednesday,NotCheckedBefore
2499,Thames,L,22/01/2013,Tuesday,24/01/2013,Thursday,2,Adjournment,Null,Null,Null,Null,23/01/2013,PM,Wednesday,NotCheckedBefore
2500,Croydon,H,22/01/2013,Tuesday,24/01/2013,Thursday,2,Adjournment,Null,Null,Null,Null,23/01/2013,PM,Wednesday,NotCheckedBefore
2501,Snaresbrook,L,22/01/2013,Tuesday,24/01/2013,Thursday,2,Adjournment,Null,Null,Null,Null,23/01/2013,PM,Wednesday,NotCheckedBefore
2502,Winchester,H,22/01/2013,Tuesday,24/01/2013,Thursday,2,Adjournment,Null,Null,Null,Null,23/01/2013,PM,Wednesday,NotCheckedBefore
2503,Maidstone,H,23/01/2013,Wednesday,24/01/2013,Thursday,1,Warrant,Null,Null,Null,Null,24/01/2013,AM,Thursday,NotCheckedBefore
2504,Reading,H,01/01/2013,Tuesday,08/01/2013,Tuesday,7,Bail condition,Null,Null,Null,Null,Unknown,Unknown,Unknown,NotCheckedBefore
2505,Westminster,L,21/01/2013,Monday,24/01/2013,Thursday,3,Adjournment,23/01/2013,09:51,Wednesday,AM,22/01/2013,PM,Tuesday,1
2506,Westminster,H,21/01/2013,Monday,24/01/2013,Thursday,3,Adjournment,23/01/2013,09:51,Wednesday,AM,22/01/2013,PM,Tuesday,1
2507,Westminster,H,21/01/2013,Monday,24/01/2013,Thursday,3,Adjournment,23/01/2013,09:02,Wednesday,AM,22/01/2013,PM,Tuesday,1
2508,Westminster,L,21/01/2013,Monday,24/01/2013,Thursday,3,Adjournment,23/01/2013,09:51,Wednesday,AM,22/01/2013,PM,Tuesday,1
2509,Westminster,L,21/01/2013,Monday,24/01/2013,Thursday,3,Bail Conditions,23/01/2013,09:51,Wednesday,AM,22/01/2013,PM,Tuesday,1
2510,Westminster,B,21/01/2013,Monday,24/01/2013,Thursday,3,Result,23/01/2013,09:51,Wednesday,AM,22/01/2013,PM,Tuesday,1
2511,Westminster,L,21/01/2013,Monday,24/01/2013,Thursday,3,Result,23/01/2013,09:51,Wednesday,AM,22/01/2013,PM,Tuesday,1
2512,Westminster,B,21/01/2013,Monday,24/01/2013,Thursday,3,Result,23/01/2013,09:51,Wednesday,AM,22/01/2013,PM,Tuesday,1
2513,Westminster,L,21/01/2013,Monday,24/01/2013,Thursday,3,Result,23/01/2013,09:51,Wednesday,AM,22/01/2013,PM,Tuesday,1
2514,Westminster,L,21/01/2013,Monday,24/01/2013,Thursday,3,Result,23/01/2013,09:51,Wednesday,AM,22/01/2013,PM,Tuesday,1
2515,Westminster,H,22/01/2013,Tuesday,24/01/2013,Thursday,2,Adjournment,23/01/2013,09:02,Wednesday,AM,22/01/2013,PM,Tuesday,1
2516,Westminster,B,22/01/2013,Tuesday,24/01/2013,Thursday,2,Adjournment,23/01/2013,09:02,Wednesday,AM,22/01/2013,PM,Tuesday,1
2517,Westminster,L,22/01/2013,Tuesday,24/01/2013,Thursday,2,Adjournment,23/01/2013,09:02,Wednesday,AM,22/01/2013,PM,Tuesday,1
2518,Westminster,B,22/01/2013,Tuesday,24/01/2013,Thursday,2,Adjournment,23/01/2013,09:02,Wednesday,AM,22/01/2013,PM,Tuesday,1
2519,Westminster,H,22/01/2013,Tuesday,24/01/2013,Thursday,2,Adjournment,23/01/2013,09:02,Wednesday,AM,22/01/2013,PM,Tuesday,1
2520,Westminster,L,22/01/2013,Tuesday,24/01/2013,Thursday,2,Adjournment,Null,Null,Null,Null,23/01/2013,PM,Wednesday,NotCheckedBefore
2521,Westminster,H,22/01/2013,Tuesday,24/01/2013,Thursday,2,Adjournment,23/01/2013,09:02,Wednesday,AM,22/01/2013,PM,Tuesday,1
2522,Westminster,L,22/01/2013,Tuesday,24/01/2013,Thursday,2,Adjournment,Null,Null,Null,Null,23/01/2013,PM,Wednesday,NotCheckedBefore
2523,Westminster,L,22/01/2013,Tuesday,24/01/2013,Thursday,2,Bail Conditions,23/01/2013,09:02,Wednesday,AM,22/01/2013,PM,Tuesday,1
2524,Westminster,B,22/01/2013,Tuesday,24/01/2013,Thursday,2,Result,23/01/2013,09:02,Wednesday,AM,22/01/2013,PM,Tuesday,1
2525,Westminster,B,22/01/2013,Tuesday,24/01/2013,Thursday,2,Result,23/01/2013,09:02,Wednesday,AM,22/01/2013,PM,Tuesday,1
2526,Westminster,H,22/01/2013,Tuesday,24/01/2013,Thursday,2,Result,23/01/2013,09:02,Wednesday,AM,22/01/2013,PM,Tuesday,1
2527,Westminster,H,22/01/2013,Tuesday,24/01/2013,Thursday,2,Result,23/01/2013,09:02,Wednesday,AM,22/01/2013,PM,Tuesday,1
2528,Westminster,B,22/01/2013,Tuesday,24/01/2013,Thursday,2,Result,23/01/2013,09:51,Wednesday,AM,22/01/2013,PM,Tuesday,1
2529,Westminster,H,22/01/2013,Tuesday,24/01/2013,Thursday,2,Warrant,23/01/2013,09:02,Wednesday,AM,22/01/2013,PM,Tuesday,1
2530,Westminster,B,22/01/2013,Tuesday,24/01/2013,Thursday,2,Warrant,23/01/2013,09:02,Wednesday,AM,22/01/2013,PM,Tuesday,1
2531,Guildford,H,21/01/2013,Monday,25/01/2013,Friday,4,Result,24/01/2013,09:29,Thursday,AM,23/01/2013,PM,Wednesday,1
2532,Portsmouth,H,23/01/2013,Wednesday,25/01/2013,Friday,2,Result,Null,Null,Null,Null,24/01/2013,PM,Thursday,NotCheckedBefore
2533,Staines,H,23/01/2013,Wednesday,25/01/2013,Friday,2,Adjournment,Null,Null,Null,Null,24/01/2013,PM,Thursday,NotCheckedBefore
2534,Redhill,H,23/01/2013,Wednesday,25/01/2013,Friday,2,Warrant,Null,Null,Null,Null,24/01/2013,PM,Thursday,NotCheckedBefore
2535,Reading,B,21/01/2013,Monday,25/01/2013,Friday,4,Result,23/01/2013,12:45,Wednesday,PM,24/01/2013,PM,Thursday,2
2536,Reading,B,21/01/2013,Monday,25/01/2013,Friday,4,Adjournment,23/01/2013,12:45,Wednesday,PM,24/01/2013,PM,Thursday,2
2537,Blackfriars,H,21/01/2013,Monday,25/01/2013,Friday,4,Adjournment,23/01/2013,12:53,Wednesday,PM,24/01/2013,PM,Thursday,2
2538,Hammersmith,,23/01/2013,Wednesday,25/01/2013,Friday,2,Bail Conditions,Null,Null,Null,Null,24/01/2013,PM,Thursday,NotCheckedBefore
2539,Peterborough,B,23/01/2013,Wednesday,25/01/2013,Friday,2,Result,Null,Null,Null,Null,24/01/2013,PM,Thursday,NotCheckedBefore
2540,Oxford,B,23/01/2013,Wednesday,25/01/2013,Friday,2,Result,25/01/2013,12:13,Friday,PM,25/01/2013,AM,Friday,0
2541,East Berkshire,B,21/01/2013,Monday,25/01/2013,Friday,4,Adjournment,23/01/2013,12:45,Wednesday,PM,24/01/2013,PM,Thursday,2
2542,Milton Keynes,B,23/01/2013,Wednesday,25/01/2013,Friday,2,Bail Conditions,Null,Null,Null,Null,24/01/2013,PM,Thursday,NotCheckedBefore
2543,Reading,B,18/01/2013,Friday,25/01/2013,Friday,7,Bail Conditions,22/01/2013,11:22,Tuesday,AM,21/01/2013,PM,Monday,3
2544,Ealing,B,22/01/2013,Tuesday,25/01/2013,Friday,3,Adjournment,24/01/2013,09:01,Thursday,AM,23/01/2013,PM,Wednesday,1
2545,Bromley,H,22/01/2013,Tuesday,25/01/2013,Friday,3,Adjournment,24/01/2013,09:01,Thursday,AM,23/01/2013,PM,Wednesday,1
2546,Bromley,H,22/01/2013,Tuesday,25/01/2013,Friday,3,Adjournment,24/01/2013,09:01,Thursday,AM,23/01/2013,PM,Wednesday,1
2547,Croydon,H,24/01/2013,Thursday,25/01/2013,Friday,1,Adjournment,Null,Null,Null,Null,25/01/2013,AM,Friday,NotCheckedBefore
2548,Blackfriars,H,23/01/2013,Wednesday,25/01/2013,Friday,2,Adjournment,Null,Null,Null,Null,24/01/2013,PM,Thursday,NotCheckedBefore
2549,Blackfriars,B,23/01/2013,Wednesday,25/01/2013,Friday,2,Adjournment,Null,Null,Null,Null,24/01/2013,PM,Thursday,NotCheckedBefore
2550,Blackfriars,B,24/01/2013,Thursday,25/01/2013,Friday,1,Adjournment,Null,Null,Null,Null,25/01/2013,AM,Friday,NotCheckedBefore
2551,Ealing,B,22/01/2013,Tuesday,25/01/2013,Friday,3,Bail Conditions,24/01/2013,09:01,Thursday,AM,23/01/2013,PM,Wednesday,1
2552,St Albans,B,23/01/2013,Wednesday,25/01/2013,Friday,2,Bail Conditions,Null,Null,Null,Null,24/01/2013,PM,Thursday,NotCheckedBefore
2553,Blackfriars,L,23/01/2013,Wednesday,25/01/2013,Friday,2,Bail Conditions,Null,Null,Null,Null,24/01/2013,PM,Thursday,NotCheckedBefore
2554,Blackfriars,H,23/01/2013,Wednesday,25/01/2013,Friday,2,Bail Conditions,Null,Null,Null,Null,24/01/2013,PM,Thursday,NotCheckedBefore
2555,Ealing,B,22/01/2013,Tuesday,25/01/2013,Friday,3,Result,24/01/2013,09:01,Thursday,AM,23/01/2013,PM,Wednesday,1
2556,Ealing,L,22/01/2013,Tuesday,25/01/2013,Friday,3,Result,24/01/2013,09:01,Thursday,AM,23/01/2013,PM,Wednesday,1
2557,Greenwich,H,21/01/2013,Monday,25/01/2013,Friday,4,Result,24/01/2013,09:01,Thursday,AM,23/01/2013,PM,Wednesday,1
2558,St Albans,B,22/01/2013,Tuesday,25/01/2013,Friday,3,Result,24/01/2013,09:18,Thursday,AM,23/01/2013,PM,Wednesday,1
2559,Stevenage,B,23/01/2013,Wednesday,25/01/2013,Friday,2,Result,Null,Null,Null,Null,24/01/2013,PM,Thursday,NotCheckedBefore
2560,Willesden,B,23/01/2013,Wednesday,25/01/2013,Friday,2,Result,Null,Null,Null,Null,24/01/2013,PM,Thursday,NotCheckedBefore
2561,Westminster,B,22/01/2013,Tuesday,25/01/2013,Friday,3,Result,23/01/2013,09:02,Wednesday,AM,22/01/2013,PM,Tuesday,2
2562,Westminster,L,22/01/2013,Tuesday,25/01/2013,Friday,3,Result,Null,Null,Null,Null,24/01/2013,PM,Thursday,NotCheckedBefore
2563,Westminster,L,22/01/2013,Tuesday,25/01/2013,Friday,3,Adjournment,23/01/2013,09:02,Wednesday,AM,22/01/2013,PM,Tuesday,2
2564,Westminster,L,23/01/2013,Wednesday,25/01/2013,Friday,2,Adjournment,Null,Null,Null,Null,24/01/2013,PM,Thursday,NotCheckedBefore
2565,Westminster,L,23/01/2013,Wednesday,25/01/2013,Friday,2,Adjournment,Null,Null,Null,Null,24/01/2013,PM,Thursday,NotCheckedBefore
2566,Westminster,B,23/01/2013,Wednesday,25/01/2013,Friday,2,Adjournment,Null,Null,Null,Null,24/01/2013,PM,Thursday,NotCheckedBefore
2567,Westminster,L,23/01/2013,Wednesday,25/01/2013,Friday,2,Adjournment,Null,Null,Null,Null,24/01/2013,PM,Thursday,NotCheckedBefore
2568,Westminster,L,23/01/2013,Wednesday,25/01/2013,Friday,2,Result,Null,Null,Null,Null,24/01/2013,PM,Thursday,NotCheckedBefore
2569,Westminster,L,23/01/2013,Wednesday,25/01/2013,Friday,2,Result,Null,Null,Null,Null,24/01/2013,PM,Thursday,NotCheckedBefore
2570,Westminster,H,23/01/2013,Wednesday,25/01/2013,Friday,2,Result,Null,Null,Null,Null,24/01/2013,PM,Thursday,NotCheckedBefore
2571,Westminster,L,23/01/2013,Wednesday,25/01/2013,Friday,2,Result,Null,Null,Null,Null,24/01/2013,PM,Thursday,NotCheckedBefore
2572,Westminster,L,23/01/2013,Wednesday,25/01/2013,Friday,2,Bail Conditions,Null,Null,Null,Null,24/01/2013,PM,Thursday,NotCheckedBefore
2573,Westminster,H,23/01/2013,Wednesday,25/01/2013,Friday,2,Bail Conditions,Null,Null,Null,Null,24/01/2013,PM,Thursday,NotCheckedBefore
2574,Bromley,H,22/01/2013,Tuesday,25/01/2013,Friday,3,Result,24/01/2013,09:01,Thursday,AM,23/01/2013,PM,Wednesday,1
2575,Bromley,H,22/01/2013,Tuesday,25/01/2013,Friday,3,Result,24/01/2013,09:01,Thursday,AM,23/01/2013,PM,Wednesday,1
2576,Bromley,H,22/01/2013,Tuesday,25/01/2013,Friday,3,Result,24/01/2013,09:01,Thursday,AM,23/01/2013,PM,Wednesday,1
2577,Bromley,H,22/01/2013,Tuesday,25/01/2013,Friday,3,Result,24/01/2013,09:01,Thursday,AM,23/01/2013,PM,Wednesday,1
2578,Thames,L,23/01/2013,Wednesday,25/01/2013,Friday,2,Result,Null,Null,Null,Null,24/01/2013,PM,Thursday,NotCheckedBefore
2579,Croydon,H,23/01/2013,Wednesday,25/01/2013,Friday,2,Result,Null,Null,Null,Null,24/01/2013,PM,Thursday,NotCheckedBefore
2580,Croydon,H,10/01/2013,Thursday,25/01/2013,Friday,15,Result,Null,Null,Null,Null,Unknown,Unknown,Unknown,NotCheckedBefore
2581,Croydon,H,22/01/2013,Tuesday,25/01/2013,Friday,3,Adjournment,Null,Null,Null,Null,24/01/2013,PM,Thursday,NotCheckedBefore
2582,City of London,L,23/01/2013,Wednesday,25/01/2013,Friday,2,Adjournment,Null,Null,Null,Null,24/01/2013,PM,Thursday,NotCheckedBefore
2583,Bromley,H,22/01/2013,Tuesday,25/01/2013,Friday,3,Adjournment,24/01/2013,09:01,Thursday,AM,23/01/2013,PM,Wednesday,1
2584,Horsham,H,23/01/2013,Wednesday,29/01/2013,Tuesday,6,Result,28/01/2013,09:22,Monday,AM,28/01/2013,PM,Monday,1
2585,Worthing,H,24/01/2013,Thursday,29/01/2013,Tuesday,5,Result,28/01/2013,09:22,Monday,AM,28/01/2013,PM,Monday,1
2586,Horsham,H,24/01/2013,Thursday,29/01/2013,Tuesday,5,Result,28/01/2013,09:22,Monday,AM,28/01/2013,PM,Monday,1
2587,Worthing,H,24/01/2013,Thursday,29/01/2013,Tuesday,5,Result,28/01/2013,09:22,Monday,AM,28/01/2013,PM,Monday,1
2588,Crawley,H,19/01/2013,Saturday,29/01/2013,Tuesday,10,Result,Null,Null,Null,Null,Unknown,Unknown,Unknown,NotCheckedBefore
2589,Croydon,H,25/01/2013,Friday,29/01/2013,Tuesday,4,Adjournment,Null,Null,Null,Null,28/01/2013,PM,Monday,NotCheckedBefore
2590,Croydon,H,25/01/2013,Friday,29/01/2013,Tuesday,4,Adjournment,Null,Null,Null,Null,28/01/2013,PM,Monday,NotCheckedBefore
2591,Croydon,H,25/01/2013,Friday,29/01/2013,Tuesday,4,Non-rec Result,Null,Null,Null,Null,28/01/2013,PM,Monday,NotCheckedBefore
2592,Camberwell Green,H,25/01/2013,Friday,29/01/2013,Tuesday,4,Result,Null,Null,Null,Null,28/01/2013,PM,Monday,NotCheckedBefore
2593,Camberwell Green,H,25/01/2013,Friday,29/01/2013,Tuesday,4,Result,Null,Null,Null,Null,28/01/2013,PM,Monday,NotCheckedBefore
2594,Barkingside,B,25/01/2013,Friday,29/01/2013,Tuesday,4,Result,Null,Null,Null,Null,28/01/2013,PM,Monday,NotCheckedBefore
2595,Maidstone,H,24/01/2013,Thursday,29/01/2013,Tuesday,5,Result,28/01/2013,08:05,Monday,AM,28/01/2013,PM,Monday,1
2596,Thames,L,25/01/2013,Friday,29/01/2013,Tuesday,4,Bail Con,Null,Null,Null,Null,28/01/2013,PM,Monday,NotCheckedBefore
2597,Thames,L,25/01/2013,Friday,29/01/2013,Tuesday,4,Bail Con,Null,Null,Null,Null,28/01/2013,PM,Monday,NotCheckedBefore
2598,Reading,B,25/01/2013,Friday,29/01/2013,Tuesday,4,Result,Null,Null,Null,Null,28/01/2013,PM,Monday,NotCheckedBefore
2599,Reading,B,25/01/2013,Friday,29/01/2013,Tuesday,4,Result,Null,Null,Null,Null,28/01/2013,PM,Monday,NotCheckedBefore
2600,Chelmsford,B,23/01/2013,Wednesday,29/01/2013,Tuesday,6,Result,28/01/2013,09:05,Monday,AM,28/01/2013,PM,Monday,1
2601,Colchester,B,22/01/2013,Tuesday,29/01/2013,Tuesday,7,Result,28/01/2013,09:07,Monday,AM,28/01/2013,PM,Monday,1
2602,Willesden,L,25/01/2013,Friday,29/01/2013,Tuesday,4,Result,Null,Null,Null,Null,28/01/2013,PM,Monday,NotCheckedBefore
2603,Bromley,H,25/01/2013,Friday,29/01/2013,Tuesday,4,Result,Null,Null,Null,Null,28/01/2013,PM,Monday,NotCheckedBefore
2604,City of London,B,25/01/2013,Friday,29/01/2013,Tuesday,4,Adjournment,Null,Null,Null,Null,28/01/2013,PM,Monday,NotCheckedBefore
2605,Tottenham,B,25/01/2013,Friday,29/01/2013,Tuesday,4,Adjournment,Null,Null,Null,Null,28/01/2013,PM,Monday,NotCheckedBefore
2606,Westminster,L,25/01/2013,Friday,29/01/2013,Tuesday,4,Adjournment,Null,Null,Null,Null,28/01/2013,PM,Monday,NotCheckedBefore
2607,Central Criminal,B,24/01/2013,Thursday,28/01/2013,Monday,4,Result,Null,Null,Null,Null,26/01/2013,AM,Saturday,NotCheckedBefore
2608,Thames,B,24/01/2013,Thursday,28/01/2013,Monday,4,Result,Null,Null,Null,Null,26/01/2013,AM,Saturday,NotCheckedBefore
2609,Croydon,H,24/01/2013,Thursday,28/01/2013,Monday,4,Result,Null,Null,Null,Null,26/01/2013,AM,Saturday,NotCheckedBefore
2610,Bromley,H,22/01/2013,Tuesday,28/01/2013,Monday,6,Result,24/01/2013,09:01,Thursday,AM,26/01/2013,AM,Saturday,4
2611,Highbury Corner,L,24/01/2013,Thursday,28/01/2013,Monday,4,Bail Con,Null,Null,Null,Null,26/01/2013,AM,Saturday,NotCheckedBefore
2612,Croydon,H,24/01/2013,Thursday,28/01/2013,Monday,4,Bail Con,Null,Null,Null,Null,26/01/2013,AM,Saturday,NotCheckedBefore
2613,Thames,B,24/01/2013,Thursday,28/01/2013,Monday,4,Bail Con,Null,Null,Null,Null,26/01/2013,AM,Saturday,NotCheckedBefore
2614,Thames,L,23/01/2013,Wednesday,28/01/2013,Monday,5,Adjournment,Null,Null,Null,Null,26/01/2013,AM,Saturday,NotCheckedBefore
2615,City of London,L,24/01/2013,Thursday,28/01/2013,Monday,4,Adjournment,Null,Null,Null,Null,26/01/2013,AM,Saturday,NotCheckedBefore
2616,Bexley,H,23/01/2013,Wednesday,28/01/2013,Monday,5,Result,Null,Null,Null,Null,26/01/2013,AM,Saturday,NotCheckedBefore
2617,West Hampshire,H,24/01/2013,Thursday,28/01/2013,Monday,4,Result,Null,Null,Null,Null,26/01/2013,AM,Saturday,NotCheckedBefore
2618,Worthing,H,17/01/2013,Thursday,28/01/2013,Monday,11,Result,25/01/2013,08:41,Friday,AM,26/01/2013,AM,Saturday,3
2619,Guildford,H,23/01/2013,Wednesday,28/01/2013,Monday,5,Result,25/01/2013,08:04,Friday,AM,26/01/2013,AM,Saturday,3
2620,Brighton & Hove,H,22/01/2013,Tuesday,28/01/2013,Monday,6,Warrant,25/01/2013,08:41,Friday,AM,26/01/2013,AM,Saturday,3
2621,Eastbourne,H,24/01/2013,Thursday,28/01/2013,Monday,4,Warrant,Null,Null,Null,Null,26/01/2013,AM,Saturday,NotCheckedBefore
2622,Camberwell Green,H,23/01/2013,Wednesday,28/01/2013,Monday,5,Adjournment,25/01/2013,07:38,Friday,AM,26/01/2013,AM,Saturday,3
